food_quality,cleanliness,quantity,taste,service,waiting_time,meal_type,hostel_block,feedback_text,date,rating
5,5,2,5,5.0,4.0,Dinner,Block-C,Good quantity and excellent taste,2026-05-28,4
2,1,2,1,3.0,2.0,Breakfast,Block-B,Fresh food and clean dining area,2025-08-26,2
3,5,5,1,2.0,5.0,Breakfast,Block-D,Food was tasty but quantity was less,2026-04-19,4
1,5,2,4,2.0,1.0,Dinner,Block-D,Rice was undercooked,2026-02-07,3
1,4,3,1,4.0,5.0,Lunch,Block-B,Good quantity and excellent taste,2026-02-02,2
1,1,1,5,5.0,5.0,Lunch,Block-B,Food was tasty and hygienic,2025-06-13,2
2,1,1,2,1.0,5.0,Dinner,Block-B,Taste needs improvement,2025-07-13,2
1,5,5,2,4.0,2.0,Dinner,Block-C,Rice was undercooked,2026-03-08,3
4,3,1,1,5.0,5.0,Lunch,Block-A,Very good service today,2026-02-28,2
1,5,1,4,2.0,5.0,Dinner,Block-A,Dinner quality has improved recently,2025-06-19,3
1,3,3,3,4.0,1.0,Lunch,Block-D,Taste needs improvement,2026-03-06,2
4,1,1,2,3.0,3.0,Lunch,Block-A,Food was tasty but quantity was less,2025-07-03,2
1,1,2,2,5.0,2.0,Breakfast,Block-D,Mess area was not clean,2025-07-04,2
4,1,4,1,5.0,1.0,Dinner,Block-A,Clean environment but average taste,2026-06-03,2
2,2,1,2,3.0,5.0,Dinner,Block-C,Food was tasty but quantity was less,2026-01-26,2
2,1,5,4,2.0,3.0,Lunch,Block-C,Taste needs improvement,2026-05-21,3
3,1,2,4,4.0,3.0,Lunch,Block-C,Good quantity and excellent taste,2025-11-06,2
5,4,5,2,3.0,4.0,Lunch,Block-C,Good quantity and excellent taste,2026-04-03,4
4,2,5,5,1.0,3.0,Breakfast,Block-D,Fresh food and clean dining area,2026-04-16,4
2,2,4,2,4.0,3.0,Dinner,Block-A,Fresh food and clean dining area,2025-06-07,2
4,1,4,1,2.0,4.0,Lunch,Block-A,Good quantity and excellent taste,2025-09-18,2
4,4,3,1,4.0,1.0,Dinner,Block-A,Food was tasty and hygienic,2026-05-06,3
3,1,3,2,2.0,3.0,Breakfast,Block-C,Fresh food and clean dining area,2026-01-12,2
4,4,4,5,2.0,3.0,Breakfast,Block-A,Clean environment but average taste,2026-01-24,4
5,4,2,2,2.0,3.0,Dinner,Block-D,Very good service today,2025-06-21,3
3,1,1,4,2.0,2.0,Breakfast,Block-C,Good service but poor cleanliness,2026-04-26,2
4,2,4,1,5.0,3.0,Lunch,Block-D,Food was tasty and hygienic,2026-03-25,3
2,1,1,2,1.0,3.0,Lunch,Block-D,Dinner quality has improved recently,2026-02-06,2
1,1,1,4,3.0,1.0,Lunch,Block-C,Very good service today,2025-08-27,2
2,3,4,5,2.0,3.0,Lunch,Block-A,Quantity was sufficient but food was cold,2025-09-27,4
2,2,1,4,5.0,3.0,Lunch,Block-A,Taste needs improvement,2025-07-04,2
2,4,4,2,2.0,2.0,Breakfast,Block-B,Quantity was sufficient but food was cold,2026-03-29,3
2,1,4,2,4.0,2.0,Breakfast,Block-B,Mess area was not clean,2025-08-12,2
5,1,1,2,1.0,4.0,Dinner,Block-D,Mess area was not clean,2025-07-11,2
2,5,5,1,4.0,5.0,Dinner,Block-D,Very good service today,2025-06-13,3
1,4,3,3,3.0,2.0,Breakfast,Block-B,Rice was undercooked,2026-05-10,3
3,5,4,4,1.0,4.0,Breakfast,Block-B,Too much waiting time,2026-02-09,4
3,2,2,1,1.0,4.0,Lunch,Block-B,Food was tasty but quantity was less,2025-12-09,2
5,3,1,4,3.0,1.0,Breakfast,Block-B,Good quantity and excellent taste,2025-11-26,3
4,2,3,2,1.0,2.0,Breakfast,Block-B,Good quantity and excellent taste,2025-07-02,3
2,3,4,5,3.0,3.0,Breakfast,Block-B,Mess area was not clean,2025-10-04,4
4,4,5,4,4.0,2.0,Lunch,Block-B,Quantity was sufficient but food was cold,2025-11-19,4
1,4,5,4,1.0,4.0,Lunch,Block-A,Good quantity and excellent taste,2025-10-09,4
1,1,2,2,5.0,2.0,Dinner,Block-B,Very good service today,2026-05-12,2
5,3,3,1,5.0,4.0,Lunch,Block-A,Very good service today,2026-02-27,3
1,2,4,5,5.0,1.0,Breakfast,Block-D,Food was tasty and hygienic,2026-01-04,3
1,4,4,1,5.0,1.0,Dinner,Block-A,Quantity was sufficient but food was cold,2026-03-17,2
4,5,2,5,4.0,5.0,Lunch,Block-D,Very good service today,2026-02-02,4
1,3,3,1,5.0,4.0,Breakfast,Block-D,Mess area was not clean,2026-01-16,2
5,4,4,4,4.0,3.0,Dinner,Block-B,Food was tasty but quantity was less,2026-01-02,4
2,3,5,3,2.0,4.0,Lunch,Block-B,Dinner quality has improved recently,2025-10-05,3
2,3,1,5,4.0,2.0,Lunch,Block-D,Fresh food and clean dining area,2025-07-29,3
1,2,4,3,5.0,1.0,Dinner,Block-D,Food was tasty and hygienic,2025-06-28,2
2,3,5,3,4.0,3.0,Breakfast,Block-D,Too much waiting time,2025-06-29,3
1,5,2,3,1.0,1.0,Breakfast,Block-A,Food was tasty and hygienic,2025-07-14,3
1,4,3,2,5.0,2.0,Lunch,Block-B,Food was tasty and hygienic,2025-09-06,2
2,3,1,2,5.0,3.0,Dinner,Block-A,Taste needs improvement,2025-11-06,2
3,5,2,2,3.0,2.0,Lunch,Block-B,Food was tasty and hygienic,2025-06-26,3
3,5,3,4,3.0,5.0,Lunch,Block-C,Food was tasty but quantity was less,2025-12-22,4
2,1,1,1,4.0,2.0,Lunch,Block-A,Fresh food and clean dining area,2025-07-12,1
3,2,2,5,4.0,3.0,Dinner,Block-D,Good service but poor cleanliness,2026-04-19,3
2,3,5,2,4.0,5.0,Breakfast,Block-A,Clean environment but average taste,2025-07-12,3
5,2,4,5,3.0,3.0,Dinner,Block-A,Clean environment but average taste,2025-07-21,4
4,3,1,5,4.0,2.0,Breakfast,Block-C,Fresh food and clean dining area,2026-04-11,3
5,4,1,2,4.0,4.0,Breakfast,Block-A,Dinner quality has improved recently,2025-12-01,3
3,3,3,3,3.0,5.0,Lunch,Block-C,Mess area was not clean,2025-07-17,3
4,1,3,5,2.0,5.0,Breakfast,Block-B,Rice was undercooked,2026-05-19,3
3,4,3,4,5.0,2.0,Dinner,Block-D,Rice was undercooked,2025-11-23,4
2,2,5,2,1.0,5.0,Lunch,Block-B,Mess area was not clean,2025-10-25,3
4,2,5,2,2.0,2.0,Breakfast,Block-C,Food was tasty but quantity was less,2025-06-09,3
2,4,2,5,,3.0,Lunch,Block-B,Dinner quality has improved recently,2026-05-08,3
3,4,5,4,2.0,5.0,Lunch,Block-B,Good quantity and excellent taste,2026-03-13,4
2,2,4,5,4.0,4.0,Lunch,Block-C,Dinner quality has improved recently,2026-03-16,3
3,5,5,4,4.0,3.0,Breakfast,Block-A,Very good service today,2026-04-30,4
3,3,1,5,4.0,5.0,Breakfast,Block-D,Very good service today,2026-02-14,3
1,1,2,3,4.0,5.0,Lunch,Block-B,Taste needs improvement,2026-03-22,2
1,3,2,3,4.0,1.0,Breakfast,Block-A,Clean environment but average taste,2026-04-22,2
3,2,3,2,4.0,2.0,Lunch,Block-B,Mess area was not clean,2025-10-24,2
2,4,5,4,5.0,2.0,Lunch,Block-A,Good quantity and excellent taste,2025-08-22,4
5,5,4,1,3.0,4.0,Breakfast,Block-D,Mess area was not clean,2026-03-24,4
5,1,3,5,4.0,1.0,Lunch,Block-D,Dinner quality has improved recently,2025-10-28,4
5,5,1,2,5.0,2.0,Lunch,Block-D,Clean environment but average taste,2025-11-12,3
5,4,5,3,1.0,1.0,Lunch,Block-D,Food was tasty and hygienic,2026-02-23,4
5,1,1,1,1.0,4.0,Breakfast,Block-B,Good quantity and excellent taste,2026-01-21,2
3,5,2,1,4.0,1.0,Dinner,Block-B,Too much waiting time,2025-06-24,3
4,2,4,1,4.0,4.0,Dinner,Block-B,Clean environment but average taste,2026-03-02,3
